"Timestamp","What gender do you identify with?","What race do you identify with?","What graduation class are you?","What is the maximum size of an indoor social gathering (without masking) that you would feel comfortable attending right now?","Which Covid-19 restrictions do you think should be in place right now? (check all that apply)","Which Covid-19 restrictions would you support if Brown were to see a rise in cases similar to the increase in early September of this year? (check all that apply)","How worried are you about getting seriously sick from Covid-19?","How would you describe your political views?","Do you think you are more liberal, more conservative, or about the same as the median Brown student?"," Do you approve or disapprove of the way Joe Biden is handling his job as President?","How happy are you that you go to Brown?","Which of the following do you check on a regular basis? (check all that apply)","How satisfied are you with the overall experience of Brown dining at the moment?"
"2021/10/14 2:40:50 PM AST","Female","Asian","2022","25 people","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Suspended indoor dining;Mandatory Covid-19 testing","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Suspended indoor dining;Mandatory Covid-19 testing","I am not very worried about getting seriously sick from Covid-19","Liberal","About the same","Somewhat approve","Somewhat happy","Official Brown website and social media pages","Satisfied"
"2021/10/14 2:41:38 PM AST","Non-binary","White","2025","50 people","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Mandatory Covid-19 testing;Gathering size limits","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Suspended indoor dining;Mandatory Covid-19 testing;Gathering size limits","I am not very worried about getting seriously sick from Covid-19","Very liberal","About the same","Somewhat approve","Somewhat happy","Brown meme pages","Satisfied"
"2021/10/14 2:43:18 PM AST","Male","Asian","2024","15 people","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Mandatory Covid-19 testing","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Mandatory Covid-19 testing","I am not very worried about getting seriously sick from Covid-19","Very liberal","More liberal","Neither approve nor disapprove","Very happy","Official Brown website and social media pages;Dear Blueno;The College Hill Independent website;Brown meme pages;Class Facebook page","Unsatisfied"
"2021/10/14 2:44:21 PM AST","Female","Asian","2023","25 people","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Suspended indoor dining;Mandatory Covid-19 testing","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Suspended indoor dining;Mandatory Covid-19 testing;Gathering size limits","I am somewhat worried about getting seriously sick from Covid-19","Very liberal","More liberal","Somewhat disapprove","Somewhat unhappy","The Brown Daily Herald website;Brown meme pages","Unsatisfied"
"2021/10/14 2:46:19 PM AST","Male","Asian","2025","No maximum","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Mandatory Covid-19 testing","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Mandatory Covid-19 testing;Gathering size limits","I am not very worried about getting seriously sick from Covid-19","Moderate","More conservative","Unsure/no opinion","Somewhat happy","Official Brown website and social media pages;Brown meme pages","Satisfied"
"2021/10/14 2:47:46 PM AST","Female","Asian","2024","15 people","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Mandatory Covid-19 testing;Gathering size limits","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Suspended indoor dining;Mandatory Covid-19 testing;Gathering size limits","I am somewhat worried about getting seriously sick from Covid-19","Liberal","About the same","Somewhat approve","Somewhat happy","Dear Blueno","Unsatisfied"
"2021/10/14 2:50:09 PM AST","Female","Black","2025","10 people","Required masking in class;Required masking in libraries;Mandatory Covid-19 testing","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Mandatory Covid-19 testing;Gathering size limits","I am somewhat worried about getting seriously sick from Covid-19","Liberal","More liberal","Strongly approve","Very happy","Official Brown website and social media pages;Brown meme pages","Satisfied"
"2021/10/14 2:50:39 PM AST","Male","Asian","2025","10 people","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Mandatory Covid-19 testing","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Mandatory Covid-19 testing;Gathering size limits","I am extremely worried about getting seriously sick from Covid-19","Liberal","More liberal","Somewhat approve","Very happy","","Neutral"
"2021/10/14 2:51:21 PM AST","Male","White","2025","No maximum","","Required masking in class;Mandatory Covid-19 testing","I am not at all worried about getting seriously sick from Covid-19","Liberal","More conservative","Somewhat approve","Very happy","Brown meme pages","Satisfied"
"2021/10/14 2:52:34 PM AST","Female","White","2022","100 people","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Suspended indoor dining;Mandatory Covid-19 testing","I am not very worried about getting seriously sick from Covid-19","Very liberal","More liberal","Somewhat disapprove","Neither happy nor unhappy","","I am not on meal plan"
"2021/10/14 2:52:42 PM AST","Female","White","2024","50 people","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Mandatory Covid-19 testing","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Suspended indoor dining;Mandatory Covid-19 testing;Gathering size limits","I am not at all worried about getting seriously sick from Covid-19","Liberal","About the same","Somewhat approve","Very happy","Brown meme pages","Satisfied"
"2021/10/14 2:56:03 PM AST","Male","White","2022","25 people","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Mandatory Covid-19 testing;Gathering size limits","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Suspended indoor dining;Mandatory Covid-19 testing;Gathering size limits","I am somewhat worried about getting seriously sick from Covid-19","Moderate","More conservative","Somewhat approve","Somewhat happy","","Neutral"
"2021/10/14 2:56:26 PM AST","Male","Asian","2024","No maximum","None","Mandatory Covid-19 testing","I am not at all worried about getting seriously sick from Covid-19","Liberal","More conservative","Unsure/no opinion","Very happy","The Brown Daily Herald website;Official Brown website and social media pages;Dear Blueno;Brown meme pages;Class Facebook page","Unsatisfied"
"2021/10/14 2:56:28 PM AST","Male","White","2023","No maximum","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Mandatory Covid-19 testing","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Mandatory Covid-19 testing","I am not at all worried about getting seriously sick from Covid-19","Very liberal","About the same","Neither approve nor disapprove","Very happy","","Satisfied"
"2021/10/14 2:57:20 PM AST","Male","Asian","2024","10 people","Required masking in class","Required masking in class","I am somewhat worried about getting seriously sick from Covid-19","Liberal","Unsure/prefer not to answer","Somewhat disapprove","Very happy","","Very satisfied"
"2021/10/14 2:57:25 PM AST","Male","Asian","2024","25 people","Required masking in class;Required masking in libraries","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Mandatory Covid-19 testing;Gathering size limits","I am not very worried about getting seriously sick from Covid-19","Liberal","More conservative","Somewhat approve","Somewhat happy","Dear Blueno;Brown meme pages;Class Facebook page","Unsatisfied"
"2021/10/14 2:59:46 PM AST","Male","White","2025","15 people","Required masking in class;Mandatory Covid-19 testing;Gathering size limits","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Suspended indoor dining;Mandatory Covid-19 testing;Gathering size limits","I am not very worried about getting seriously sick from Covid-19","Liberal","More conservative","Somewhat disapprove","Very happy","The Brown Daily Herald website;Official Brown website and social media pages;Brown meme pages","Satisfied"
"2021/10/14 3:02:01 PM AST","Female","Mixed-race","2022","50 people","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Mandatory Covid-19 testing","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Suspended indoor dining;Mandatory Covid-19 testing","I am not very worried about getting seriously sick from Covid-19","Very liberal","About the same","Somewhat disapprove","Very happy","Official Brown website and social media pages;Dear Blueno;Brown meme pages;Class Facebook page","I am not on meal plan"
"2021/10/14 3:03:44 PM AST","Male","Asian","2025","25 people","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Mandatory Covid-19 testing","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Suspended indoor dining;Mandatory Covid-19 testing;Gathering size limits","I am not at all worried about getting seriously sick from Covid-19","Liberal","About the same","Somewhat approve","Very happy","The Brown Daily Herald website;Brown meme pages","Satisfied"
"2021/10/14 3:04:06 PM AST","Male","Asian","2024","No maximum","Mandatory Covid-19 testing","Mandatory Covid-19 testing","I am not at all worried about getting seriously sick from Covid-19","Moderate","More liberal","Somewhat disapprove","Somewhat happy","Dear Blueno;Brown meme pages;Class Facebook page","I am not on meal plan"
"2021/10/14 3:05:17 PM AST","Male","Black","2025","25 people","Required masking in class;Required masking in libraries;Mandatory Covid-19 testing","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Mandatory Covid-19 testing;Gathering size limits","I am not very worried about getting seriously sick from Covid-19","Liberal","About the same","Neither approve nor disapprove","Very happy","Brown meme pages","Neutral"
