"Timestamp","What is your current graduation year?","How would you describe your gender identity? Check all that apply.","How would you describe your race and ethnicity? Check all that apply.","What is your (intended) concentration area(s)?","To what extent do you agree or disagree with the following statement: I feel comfortable expressing my political opinions on Brown’s campus.","Have you attended a protest in your time at Brown?","To what extent do you agree with the following statement: It is possible for Israel and an independent Palestinian state to coexist peacefully.","Should the 20 members of BrownU Jews for Ceasefire Now who staged a sit-in at University Hall face disciplinary action from the University?","To what extent do you agree or disagree with recent calls for Brown University to divest its endowment from weapons manufacturers supplying the Israeli army?","Have you been to therapy (psychological or emotional counseling) before?","On average, how many class meetings (including lectures, seminars, labs, conference sections, etc.) do you skip per week?","Do you think your concentration/double-concentration is harder or easier than the majority of other concentrations at Brown?","Do you think humans are inherently monogamous (are inclined to commit to only one person at a time)?","When was the last time you masturbated?"
"2023/11/29 3:55:54 PM EST","2027","Non-binary","Asian;White","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Somewhat agree","No","Somewhat agree","No","Unsure","I have been to therapy in the past but do not currently go to therapy","2","My concentration is harder than the majority of other concentrations","No","In the last month"
"2023/11/29 3:57:36 PM EST","2027","Man","Asian","Life Sciences","Somewhat agree","No","Somewhat agree","Unsure","Strongly agree","I have been to therapy in the past but do not currently go to therapy","5+","My concentration is harder than the majority of other concentrations","No","Prefer not to answer"
"2023/11/29 3:57:44 PM EST","2027","Man","Black;White","Physical Sciences (including math, computer science)","Strongly agree","No","Somewhat agree","No","Strongly agree","I have never been to therapy","2","My concentration is harder than the majority of other concentrations","No","In the last week"
"2023/11/29 3:59:13 PM EST","2027","Man","Asian;Black","Physical Sciences (including math, computer science)","Somewhat agree","No","Somewhat agree","Unsure","Somewhat agree","I have never been to therapy","1","My concentration is harder than the majority of other concentrations","Yes","In the last week"
"2023/11/29 4:00:05 PM EST","2027","Woman","White","Life Sciences","Somewhat agree","No","Somewhat agree","No","Somewhat disagree","Unsure","3","My concentration is harder than the majority of other concentrations","Yes","In the last month"
"2023/11/29 4:15:10 PM EST","2027","Man","Black","Physical Sciences (including math, computer science)","Somewhat agree","No","Prefer not to answer","Unsure","Unsure","I have been to therapy in the past but do not currently go to therapy","Prefer not to answer","Unsure","Prefer not answer","Unsure"
"2023/11/30 10:19:12 AM EST","2025","Man","White","Humanities/Arts;Life Sciences","Strongly agree","Yes","Somewhat disagree","No","Strongly agree","I have never been to therapy","1","My concentration is harder than the majority of other concentrations","No","Yesterday"
"2023/11/30 10:21:28 AM EST","2024","Woman","White","Humanities/Arts","Somewhat disagree","Yes","Somewhat agree","Unsure","Strongly disagree","I have been to therapy in the past but do not currently go to therapy","1","Unsure","Yes","Unsure"
"2023/11/30 10:21:33 AM EST","2024.5","Woman","White","Social Sciences (including economics, CLPS)","Somewhat disagree","No","Somewhat agree","No","Unsure","I have been to therapy in the past but do not currently go to therapy","2","My concentration is easier than the majority of other concentrations","Yes","In the last week"
"2023/11/30 10:23:50 AM EST","2027","Woman","White","Humanities/Arts","Somewhat agree","No","Somewhat agree","No","Strongly agree","I have been to therapy in the past but do not currently go to therapy","0","My concentration is harder than the majority of other concentrations","No","In the last year"
"2023/11/30 10:24:11 AM EST","2025","Man","White","Humanities/Arts","Somewhat agree","Yes","Strongly disagree","No","Unsure","I have never been to therapy","0","My concentration is easier than the majority of other concentrations","Yes","In the last year"
"2023/11/30 10:25:45 AM EST","2025","Woman","Black","Social Sciences (including economics, CLPS)","Somewhat disagree","Yes","Strongly disagree","No","Strongly agree","I have never been to therapy","0","Unsure","No","Yesterday"
"2023/11/30 10:27:02 AM EST","2025","Woman","White","Physical Sciences (including math, computer science)","Strongly agree","Yes","Somewhat disagree","No","Strongly agree","I have never been to therapy","1","Unsure","Unsure","In the last week"
"2023/11/30 10:28:25 AM EST","2026","Non-binary","Black","Humanities/Arts;Life Sciences","Somewhat agree","Yes","Strongly disagree","No","Strongly agree","I have been to therapy in the past but do not currently go to therapy","3","Unsure","Unsure","Prefer not to answer"
"2023/11/30 10:28:33 AM EST","2025","Woman","White","Humanities/Arts;Physical Sciences (including math, computer science)","Somewhat agree","Yes","Unsure","No","Strongly agree","I am currently going to therapy","1","My concentration is harder than the majority of other concentrations","No","In the last week"
"2023/11/30 10:30:32 AM EST","2026","Man","Hispanic or Latino","Physical Sciences (including math, computer science)","Strongly agree","No","Unsure","No","Somewhat agree","I have never been to therapy","5+","My concentration is easier than the majority of other concentrations","Yes","In the last month"
"2023/11/30 10:32:05 AM EST","2025","Woman","Black","Physical Sciences (including math, computer science)","Somewhat disagree","Yes","Strongly disagree","No","Strongly agree","I have been to therapy in the past but do not currently go to therapy","5+","My concentration is harder than the majority of other concentrations","Unsure","In the last year"
"2023/11/30 10:33:15 AM EST","2027","Man","Native American or Alaska Native","Physical Sciences (including math, computer science)","Somewhat agree","No","Somewhat disagree","Unsure","Strongly disagree","I have never been to therapy","0","My concentration is harder than the majority of other concentrations","Yes","In the last year"
"2023/11/30 10:33:49 AM EST","2024.5","Woman","Asian;White","Social Sciences (including economics, CLPS)","Somewhat agree","Yes","Somewhat disagree","No","Strongly agree","I have been to therapy in the past but do not currently go to therapy","2","My concentration is easier than the majority of other concentrations","Unsure","Yesterday"
"2023/11/30 10:43:49 AM EST","2027","Man","White","Life Sciences;Social Sciences (including economics, CLPS)","Somewhat agree","No","Somewhat agree","Unsure","Somewhat agree","I have been to therapy in the past but do not currently go to therapy","0","Unsure","Yes","Prefer not to answer"
"2023/11/30 10:54:49 AM EST","2025","Woman","White","Humanities/Arts;Social Sciences (including economics, CLPS)","Somewhat agree","Yes","Somewhat agree","No","Strongly agree","I have been to therapy in the past but do not currently go to therapy","0","My concentration is easier than the majority of other concentrations","No","In the last week"
"2023/11/30 10:54:57 AM EST","2025","Woman","Asian;White","Humanities/Arts;Social Sciences (including economics, CLPS)","Somewhat agree","No","Somewhat agree","Unsure","Unsure","I have been to therapy in the past but do not currently go to therapy","0","My concentration is easier than the majority of other concentrations","Yes","I have never masturbated"
"2023/11/30 10:59:26 AM EST","2026","Woman","Asian","Life Sciences","Somewhat agree","No","Somewhat disagree","No","Strongly agree","I have never been to therapy","0","My concentration is harder than the majority of other concentrations","Yes","In the last month"
"2023/11/30 10:59:29 AM EST","2026","Man","Asian","Life Sciences","Somewhat agree","Prefer not to answer","Prefer not to answer","Prefer not to answer","Prefer not to answer","Prefer not to answer","0","My concentration is harder than the majority of other concentrations","Unsure","In the last month"
"2023/11/30 11:01:11 AM EST","2024","Non-binary","Hispanic or Latino","Physical Sciences (including math, computer science)","Somewhat agree","Yes","Strongly disagree","No","Strongly agree","I have been to therapy in the past but do not currently go to therapy","5+","My concentration is harder than the majority of other concentrations","Unsure","In the last month"
"2023/11/30 11:01:43 AM EST","2024","Non-binary","Asian;Hispanic or Latino;Native American or Alaska Native","Life Sciences","Somewhat agree","No","Strongly disagree","Yes","Strongly agree","I am currently going to therapy","0","Unsure","No","Yesterday"
"2023/11/30 11:05:35 AM EST","2024","Woman","Asian","Life Sciences","Somewhat agree","No","Prefer not to answer","No","Prefer not to answer","I have never been to therapy","2","My concentration is harder than the majority of other concentrations","Yes","Prefer not to answer"
"2023/11/30 11:07:44 AM EST","2026","Woman","Asian","Life Sciences","Prefer not to answer","Prefer not to answer","Prefer not to answer","Prefer not to answer","Prefer not to answer","Prefer not to answer","2","Unsure","Prefer not answer","Prefer not to answer"
"2023/11/30 11:11:17 AM EST","2027","Man","White","Physical Sciences (including math, computer science)","Somewhat disagree","No","Somewhat agree","No","Somewhat agree","I am currently going to therapy","3","My concentration is harder than the majority of other concentrations","No","Yesterday"
"2023/11/30 11:16:25 AM EST","2027","Man","White","Life Sciences","Somewhat disagree","No","Strongly disagree","Prefer not to answer","Strongly disagree","I have never been to therapy","4","My concentration is harder than the majority of other concentrations","Yes","In the last week"
"2023/11/30 11:20:25 AM EST","2025","Man","Asian","Life Sciences","Somewhat disagree","No","Strongly disagree","No","Prefer not to answer","I have never been to therapy","4","My concentration is harder than the majority of other concentrations","Yes","Prefer not to answer"
"2023/11/30 11:22:06 AM EST","2027","Non-binary","Asian","Physical Sciences (including math, computer science)","Somewhat disagree","No","Somewhat agree","No","Strongly agree","I am currently going to therapy","4","My concentration is harder than the majority of other concentrations","No","In the last week"
"2023/11/30 11:23:49 AM EST","2027","Woman","Asian","Life Sciences","Somewhat agree","No","Somewhat disagree","No","Unsure","I have never been to therapy","1","My concentration is harder than the majority of other concentrations","Yes","I have never masturbated"
"2023/11/30 11:25:05 AM EST","2024","Woman","White","Humanities/Arts;Social Sciences (including economics, CLPS)","Somewhat disagree","Yes","Somewhat agree","No","Somewhat agree","I am currently going to therapy","0","Unsure","Yes","Prefer not to answer"
"2023/11/30 11:28:32 AM EST","2027","Woman","Hispanic or Latino;White","Physical Sciences (including math, computer science)","Strongly agree","No","Somewhat agree","No","Somewhat disagree","I have been to therapy in the past but do not currently go to therapy","0","My concentration is harder than the majority of other concentrations","Yes","Yesterday"
"2023/11/30 11:31:34 AM EST","2027","Man","Hispanic or Latino;White","Life Sciences","Somewhat disagree","No","Prefer not to answer","Prefer not to answer","Prefer not to answer","I have been to therapy in the past but do not currently go to therapy","2","My concentration is harder than the majority of other concentrations","Unsure","In the last week"
"2023/11/30 11:31:59 AM EST","2027","Man","White","Life Sciences","Somewhat agree","No","Somewhat agree","No","Strongly agree","I have never been to therapy","0","My concentration is harder than the majority of other concentrations","No","In the last month"
"2023/11/30 11:34:25 AM EST","2025","Woman","White","Life Sciences;Physical Sciences (including math, computer science)","Strongly agree","Yes","Unsure","No","Strongly agree","I am currently going to therapy","5+","My concentration is harder than the majority of other concentrations","No","In the last week"
