"Timestamp","What is your current graduation year?","How would you describe your gender identity? Check all that apply.","How would you describe your race and ethnicity? Check all that apply.","What is your (intended) concentration area(s)?","To what extent do you agree with the following statement: Joe Biden is too old to be an effective president.","To what extent do you agree with the following statement: Donald Trump is too old to be an effective president.","Should Brown have institutional neutrality? [""Institutional neutrality is the idea that colleges and universities should not, as institutions, take positions on social and political issues""]

(Definition from the Foundation for Individual Rights and Expression)","Do you identify more closely with capitalist or communist values?","How would you rate the effectiveness of using social media for political activism?","Do you think you are more lonely than the average Brown student?","Would you rather receive a final grade of a B or an S in a course?","Have you ever shoplifted before?","What is your love language?"
"2024/03/06 3:12:39 PM EST","2026","Woman","White","Humanities/Arts;Social Sciences (including economics, CLPS)","Somewhat agree","Somewhat agree","Yes, Brown should have institutional neutrality","Unsure","Somewhat ineffective","No, significantly less lonely","I would rather receive a final grade of an S","No","I do not believe in love languages"
"2024/03/06 3:17:57 PM EST","2026","Woman","Hispanic or Latino","Humanities/Arts","Somewhat agree","Strongly agree","No, Brown should not have institutional neutrality","Unsure","Somewhat ineffective","No, significantly less lonely","I would rather receive a final grade of a B","No","Quality time"
"2024/03/06 3:19:08 PM EST","2026","Woman","White","Social Sciences (including economics, CLPS)","Somewhat agree","Somewhat agree","Unsure","I identify more closely with capitalist values","Somewhat ineffective","No, slightly less lonely","I would rather receive a final grade of an S","No","Quality time"
"2024/03/06 3:20:55 PM EST","2027","Woman","White","Humanities/Arts","Somewhat agree","Somewhat agree","Yes, Brown should have institutional neutrality","I identify more closely with communist values","Somewhat effective","Yes, slightly more lonely","I would rather receive a final grade of an S","No","Words of affirmation"
"2024/03/06 3:21:46 PM EST","2026.5","Man","Black;Prefer not to answer","Physical Sciences (including math, computer science)","Strongly agree","Somewhat agree","Yes, Brown should have institutional neutrality","I identify more closely with capitalist values","Very effective","Yes, significantly more lonely","I would rather receive a final grade of an S","No","I do not believe in love languages"
"2024/03/06 3:23:03 PM EST","2026","Woman","Asian","Social Sciences (including economics, CLPS)","Somewhat agree","Somewhat agree","Yes, Brown should have institutional neutrality","I identify more closely with capitalist values","Somewhat effective","No, slightly less lonely","I would rather receive a final grade of a B","No","Quality time"
"2024/03/06 3:25:38 PM EST","2027","Woman","Middle Eastern or North African;White","Social Sciences (including economics, CLPS)","Somewhat agree","Somewhat agree","Unsure","Prefer not to answer","Somewhat effective","No, slightly less lonely","I would rather receive a final grade of a B","No","Acts of service"
"2024/03/06 3:27:54 PM EST","2025.5","Woman","Black;Hispanic or Latino;White","Humanities/Arts","Strongly agree","Strongly agree","No, Brown should not have institutional neutrality","I identify more closely with communist values","Somewhat effective","Yes, slightly more lonely","I would rather receive a final grade of a B","Yes","Quality time"
"2024/03/06 3:35:36 PM EST","2024","Man","White","Humanities/Arts","Somewhat disagree","Somewhat disagree","Yes, Brown should have institutional neutrality","I identify more closely with capitalist values","Very ineffective","No, slightly less lonely","I would rather receive a final grade of an S","No","Physical touch"
"2024/03/06 3:36:56 PM EST","2027","Man","Asian","Life Sciences","Somewhat agree","Somewhat agree","No, Brown should not have institutional neutrality","Unsure","Very effective","No, slightly less lonely","I would rather receive a final grade of an S","No","Physical touch"
"2024/03/06 3:42:12 PM EST","2024","Man","Black;Hispanic or Latino","Social Sciences (including economics, CLPS)","Somewhat agree","Somewhat agree","No, Brown should not have institutional neutrality","I identify more closely with communist values","Somewhat effective","No, slightly less lonely","I would rather receive a final grade of a B","Yes","Quality time"
"2024/03/06 3:46:52 PM EST","2025","Woman","Middle Eastern or North African;White","Humanities/Arts","Somewhat agree","Somewhat agree","Yes, Brown should have institutional neutrality","I identify more closely with communist values","Somewhat effective","No, slightly less lonely","I would rather receive a final grade of a B","Yes","Quality time"
"2024/03/06 3:47:04 PM EST","2026","Man","White","Humanities/Arts;Social Sciences (including economics, CLPS)","Strongly agree","Strongly agree","No, Brown should not have institutional neutrality","I identify more closely with communist values","Somewhat effective","No, slightly less lonely","I would rather receive a final grade of a B","Yes","Acts of service"
"2024/03/06 3:48:16 PM EST","2027","Woman","Black;Hispanic or Latino","Humanities/Arts","Somewhat agree","Strongly agree","Unsure","I identify more closely with capitalist values","Somewhat effective","No, significantly less lonely","I would rather receive a final grade of an S","No","Quality time"
"2024/03/06 3:48:18 PM EST","2027","Woman","Asian;White","Humanities/Arts;Social Sciences (including economics, CLPS)","Somewhat agree","Somewhat agree","No, Brown should not have institutional neutrality","I identify more closely with capitalist values","Somewhat effective","No, slightly less lonely","I would rather receive a final grade of a B","Yes","Physical touch"
"2024/03/06 3:51:29 PM EST","2027","Man","White","Physical Sciences (including math, computer science)","Somewhat agree","Somewhat agree","Yes, Brown should have institutional neutrality","I identify more closely with capitalist values","Somewhat effective","No, slightly less lonely","I would rather receive a final grade of a B","No","Unsure"
"2024/03/06 3:58:08 PM EST","2026","Woman","Black","Humanities/Arts","Somewhat agree","Somewhat agree","No, Brown should not have institutional neutrality","I identify more closely with communist values","Somewhat effective","No, slightly less lonely","I would rather receive a final grade of an S","Yes","Physical touch"
"2024/03/06 4:00:24 PM EST","2026","Man","White","Social Sciences (including economics, CLPS)","Unsure","Unsure","Prefer not to answer","I identify more closely with communist values","Somewhat ineffective","No, slightly less lonely","Prefer not to answer","Yes","Quality time"
"2024/03/07 10:11:21 AM EST","2024","Woman","White","Social Sciences (including economics, CLPS)","Strongly agree","Strongly agree","Yes, Brown should have institutional neutrality","I identify more closely with capitalist values","Somewhat effective","No, slightly less lonely","I would rather receive a final grade of an S","No","Quality time"
"2024/03/07 10:12:06 AM EST","2024","Man","Black","Physical Sciences (including math, computer science)","Strongly agree","Strongly agree","Yes, Brown should have institutional neutrality","I identify more closely with capitalist values","Somewhat effective","No, slightly less lonely","I would rather receive a final grade of an S","No","Quality time"
"2024/03/07 10:13:48 AM EST","2025","Man","White","Physical Sciences (including math, computer science)","Strongly agree","Strongly agree","No, Brown should not have institutional neutrality","I identify more closely with communist values","Somewhat ineffective","No, slightly less lonely","I would rather receive a final grade of a B","No","Words of affirmation"
"2024/03/07 10:17:13 AM EST","2027","Woman","White","Social Sciences (including economics, CLPS)","Somewhat disagree","Somewhat disagree","Yes, Brown should have institutional neutrality","I identify more closely with capitalist values","Somewhat effective","No, slightly less lonely","I would rather receive a final grade of an S","No","Quality time"
"2024/03/07 10:20:18 AM EST","2027","Woman","Asian","Life Sciences","Somewhat agree","Somewhat agree","Yes, Brown should have institutional neutrality","Unsure","Somewhat effective","No, slightly less lonely","Prefer not to answer","No","Acts of service"
"2024/03/07 10:23:14 AM EST","2027","Woman","Prefer not to answer","Physical Sciences (including math, computer science)","Somewhat agree","Somewhat agree","Yes, Brown should have institutional neutrality","I identify more closely with capitalist values","Somewhat effective","Yes, significantly more lonely","I would rather receive a final grade of a B","Yes","Quality time"
"2024/03/07 10:23:52 AM EST","2024","Man","Hispanic or Latino;White","Physical Sciences (including math, computer science)","Somewhat agree","Somewhat agree","Yes, Brown should have institutional neutrality","I identify more closely with capitalist values","Very ineffective","Yes, slightly more lonely","I would rather receive a final grade of a B","No","Physical touch"
"2024/03/07 10:26:09 AM EST","2026","Man","Prefer not to answer","Physical Sciences (including math, computer science)","Strongly agree","Strongly agree","No, Brown should not have institutional neutrality","I identify more closely with communist values","Somewhat effective","No, slightly less lonely","I would rather receive a final grade of an S","No","Quality time"
"2024/03/07 10:27:41 AM EST","2024","Man","White","Physical Sciences (including math, computer science)","Somewhat disagree","Somewhat disagree","No, Brown should not have institutional neutrality","Unsure","Somewhat ineffective","No, slightly less lonely","I would rather receive a final grade of an S","No","I do not believe in love languages"
"2024/03/07 10:28:43 AM EST","2026","Man","Middle Eastern or North African;White","Humanities/Arts;Social Sciences (including economics, CLPS)","Somewhat disagree","Somewhat disagree","Yes, Brown should have institutional neutrality","I identify more closely with capitalist values","Somewhat ineffective","No, slightly less lonely","I would rather receive a final grade of an S","Yes","Physical touch"
"2024/03/07 10:30:06 AM EST","2025","Woman","Middle Eastern or North African;White","Social Sciences (including economics, CLPS)","Strongly agree","Somewhat agree","No, Brown should not have institutional neutrality","Unsure","Somewhat ineffective","No, slightly less lonely","I would rather receive a final grade of an S","No","Quality time"
