"Timestamp","How would you describe your gender identity? Check all that apply.","How would you describe your race and ethnicity? Check all that apply.","How would you describe your sexual orientation? Check all that apply.","What is your current graduation year?","What is your (intended) concentration area(s)?","Do you have a parent, grandparent, or sibling who attended Brown? (Check all that apply)","How concerned are you about the spread of COVID-19 on campus?","Have you ever had a fake ID?","Do you approve or disapprove of the way President Christina Paxson is handling her job?","Are you generally happy?","Are you planning to vote in the November elections?","Agree or disagree: Brown should reduce grade inflation. ","Have you attended a protest in your time at Brown?","Which of the following best describes your current relationship status?","Have you ever cheated on/been cheated on by your significant other? (check all that apply)","Have you had an appointment at Counseling and Psychological Services (CAPS) this semester?","Have you benefited from a program or service provided by the Undergraduate Council of Students (UCS) in your time at Brown?"
"2022/10/12 2:32:26 PM AST","Male","White","Straight","2024","Physical Sciences (including math, computer science)","Yes, parent;No","Not concerned","No","Somewhat approve","Yes, very happy","No","Strongly disagree","No","In a long-term relationship","I have been cheated on by my significant other","No, and I did not try to make an appointment","No"
"2022/10/12 2:33:03 PM AST","Female","Middle Eastern or North African;White","Straight","2026","engineering ","No","Somewhat concerned","No","Strongly approve","Yes, somewhat happy","I am not eligible to vote","Strongly disagree","No","Single and not looking for anything","I have never had a significant other","No, I wanted to but was unable to make an appointment","No"
"2022/10/12 2:33:24 PM AST","Female","Asian","Straight","2023","Social Sciences","No","Slightly concerned","Yes","Neither approve nor disapprove","Yes, somewhat happy","Yes, in a state other than Rhode Island","Strongly disagree","Yes, on campus and in Providence","In a long-term relationship","I have had a significant other and never cheated/been cheated on","No, and I did not try to make an appointment","Yes"
"2022/10/12 2:33:42 PM AST","Male","Asian","Straight","2023.5","Music","No","Slightly concerned","Yes","Neither approve nor disapprove","Prefer not to answer","I am not eligible to vote","Unsure","No","Single and not looking for anything","I have been cheated on by my significant other","No, and I did not try to make an appointment","No"
"2022/10/12 2:33:49 PM AST","Female","Asian","Straight","2024","Humanities/Arts;Life Sciences","No","Not concerned","No","Neither approve nor disapprove","Yes, somewhat happy","No","Neutral","No","Single and not looking for anything","I have never had a significant other","No, and I did not try to make an appointment","Unsure"
"2022/10/12 2:35:13 PM AST","Female","White","Bisexual","2026","Humanities/Arts","No","Not concerned","Yes","Neither approve nor disapprove","Yes, very happy","I am not eligible to vote","Neutral","No","Single and looking for a relationship","I have never had a significant other","No, and I did not try to make an appointment","No"
"2022/10/12 2:36:15 PM AST","Male","White","Asexual;Questioning or unsure","2026","Unsure","No","Somewhat concerned","No","Neither approve nor disapprove","Neither happy nor unhappy","Yes, in a state other than Rhode Island","Neutral","No","Single and not looking for anything","I have never had a significant other","No, and I did not try to make an appointment","No"
"2022/10/12 2:37:46 PM AST","Female","Asian","Straight","2022.5","Physical Sciences (including math, computer science)","No","Not concerned","No","Neither approve nor disapprove","Yes, very happy","I am not eligible to vote","Somewhat disagree","No","In a long-term relationship","Prefer not to answer","Yes, within one week of requesting it","Unsure"
"2022/10/12 2:37:53 PM AST","Nonbinary","White","Asexual;Lesbian","2023","Social Sciences","No","Somewhat concerned","No","Somewhat disapprove","Yes, very happy","No","Somewhat disagree","Yes, on campus and in Providence","In a long-term relationship","Unsure","No, and I did not try to make an appointment","Unsure"
"2022/10/12 2:39:09 PM AST","Female","Asian;White","Lesbian","2023","Life Sciences","Yes, parent;Yes, sibling","Not concerned","Yes","Neither approve nor disapprove","Yes, very happy","Yes, in Rhode Island (which is not my home state)","Neutral","Yes, on campus and in Providence","In a casual relationship","I have had a significant other and never cheated/been cheated on","No, and I did not try to make an appointment","Unsure"
"2022/10/12 2:39:42 PM AST","Female","White","Straight","2023","Life Sciences","No","Slightly concerned","Yes","Strongly approve","Yes, somewhat happy","Yes, in a state other than Rhode Island","Strongly disagree","No","In a long-term relationship","I have had a significant other and never cheated/been cheated on","No, and I did not try to make an appointment","Unsure"
"2022/10/12 2:40:18 PM AST","Female","Hispanic","Straight","2023","Social Sciences","No","Not concerned","No","Neither approve nor disapprove","Yes, somewhat happy","Yes, in a state other than Rhode Island","Somewhat disagree","Yes, in Providence","In a long-term relationship","I have been cheated on by my significant other","Yes, within one week of requesting it","Yes"
"2022/10/12 2:41:10 PM AST","Male","Prefer not to answer","Straight","2026","Social Sciences","No","Not concerned","No","Neither approve nor disapprove","Yes, somewhat happy","I am not eligible to vote","Strongly disagree","No","Single and looking for a relationship","Prefer not to answer","No, and I did not try to make an appointment","Unsure"
"2022/10/12 2:41:43 PM AST","Male","Prefer not to answer","Straight","2026","Humanities/Arts;Life Sciences","Yes, grandparent","Not concerned","No","Neither approve nor disapprove","Yes, very happy","Yes, in Rhode Island (which is not my home state)","Unsure","No","In a long-term relationship","I have had a significant other and never cheated/been cheated on","No, and I did not try to make an appointment","Unsure"
"2022/10/12 2:43:56 PM AST","Female","Asian","Straight","2025","Unsure","No","Somewhat concerned","No","Neither approve nor disapprove","Yes, very happy","I am not eligible to vote","Strongly disagree","No","Prefer not to answer","Prefer not to answer","No, and I did not try to make an appointment","Yes"
"2022/10/12 2:45:06 PM AST","Female","White","Straight","2025","Social Sciences","No","Not concerned","No","Somewhat disapprove","Yes, somewhat happy","No","Strongly disagree","No","Single and looking for something casual","I have never had a significant other","Yes, within one week of requesting it","No"
"2022/10/12 2:45:43 PM AST","Male","White","Straight","2023","Humanities/Arts;Social Sciences","No","Not concerned","No","Neither approve nor disapprove","Yes, very happy","Yes, in a state other than Rhode Island","Unsure","No","Single and looking for something casual","I have been cheated on by my significant other","Yes, within one week of requesting it","No"
"2022/10/12 2:45:57 PM AST","Male","Asian","Straight","2023.5","Physical Sciences (including math, computer science)","No","Not concerned","No","Strongly approve","Yes, very happy","Yes, in a state other than Rhode Island","Neutral","Yes, on campus and in Providence","In a casual relationship","I have had a significant other and never cheated/been cheated on","No, and I did not try to make an appointment","Yes"
"2022/10/12 2:46:03 PM AST","Female","White","Bisexual","2025","Humanities/Arts","No","Not concerned","Yes","Neither approve nor disapprove","Yes, very happy","Yes, in a state other than Rhode Island","Strongly disagree","No","Single and looking for something casual","I have cheated on my significant other","Yes, more than one week after requesting it","No"
"2022/10/12 2:46:12 PM AST","Male","Black","Bisexual","2023","Humanities/Arts;Social Sciences","No","Slightly concerned","No","Neither approve nor disapprove","No, somewhat unhappy","Yes, in a state other than Rhode Island","Neutral","Yes, on campus and in Providence","Single and looking for a relationship","I have had a significant other and never cheated/been cheated on","Yes, more than one week after requesting it","Yes"
"2022/10/12 2:47:51 PM AST","Male","Asian","Bisexual","2026","Life Sciences;Social Sciences","No","Not concerned","No","Neither approve nor disapprove","Yes, very happy","Yes, in a state other than Rhode Island","Strongly disagree","No","Single and looking for a relationship","I have never had a significant other","No, and I did not try to make an appointment","Unsure"
"2022/10/12 2:47:56 PM AST","Male","White","Straight","2023.5","Physical Sciences (including math, computer science)","No","Not concerned","No","Somewhat approve","Yes, somewhat happy","Yes, in a state other than Rhode Island","Neutral","Yes, on campus and in Providence","Single and looking for a relationship","I have never had a significant other","No, and I did not try to make an appointment","No"
"2022/10/12 2:48:01 PM AST","Male","White","Straight","2025","Physical Sciences (including math, computer science)","Yes, parent","Not concerned","No","Somewhat disapprove","Yes, somewhat happy","Yes, in a state other than Rhode Island","Strongly disagree","Yes, in Providence","Single and looking for something casual","I have had a significant other and never cheated/been cheated on","No, and I did not try to make an appointment","No"
"2022/10/12 2:48:23 PM AST","Male","Hispanic;White","Straight","2026","Humanities/Arts;Physical Sciences (including math, computer science);Social Sciences","No","Not concerned","No","Strongly approve","Yes, somewhat happy","Yes, in Rhode Island (which is not my home state)","Somewhat disagree","No","Prefer not to answer","I have had a significant other and never cheated/been cheated on","Prefer not to answer","Unsure"
"2022/10/12 2:48:58 PM AST","Female;Nonbinary","White","Bisexual","2025","Life Sciences;Physical Sciences (including math, computer science)","No","Somewhat concerned","No","Neither approve nor disapprove","Yes, somewhat happy","I am not eligible to vote","Strongly disagree","Yes, on campus and in Providence","Single and looking for something casual","I have never had a significant other","No, and I did not try to make an appointment","Unsure"
"2022/10/12 2:49:40 PM AST","Male","White","Straight","2023.5","Humanities/Arts;Physical Sciences (including math, computer science)","No","Slightly concerned","No","Somewhat disapprove","Yes, somewhat happy","Yes, in a state other than Rhode Island","Strongly disagree","Yes, on campus and in Providence","Single and looking for something casual","I have had a significant other and never cheated/been cheated on","No, and I did not try to make an appointment","Yes"
"2022/10/12 2:50:19 PM AST","Male","White","Straight","2025","Life Sciences;Social Sciences","No","Slightly concerned","Yes","Somewhat disapprove","Yes, somewhat happy","Yes, in Rhode Island (which is my home state)","Strongly disagree","No","Single and looking for a relationship","Unsure","No, and I did not try to make an appointment","Unsure"
"2022/10/12 2:50:31 PM AST","Female","Asian","Lesbian;Queer","2024","Humanities/Arts;Social Sciences","Yes, parent","Somewhat concerned","No","Somewhat disapprove","Yes, somewhat happy","No","Neutral","Yes, on campus","In a long-term relationship","I have had a significant other and never cheated/been cheated on","No, I wanted to but was unable to make an appointment","Unsure"
