"Timestamp","What is your current graduation year?","How would you describe your gender identity?","How would you describe your race and ethnicity? Check all that apply.","What is your (intended) concentration area(s)?","Do you participate in athletics at Brown? Select all that apply.","To what extent are you informed about the Israel-Hamas War?","To what extent do you think the average Brown student is informed about the Israel-Hamas War?","Which of the following statements do you most agree with?","Have you ever considered transferring from Brown to another undergraduate institution? ","Do you have access to a credit or debit card that is paid for by a parent/guardian?","To what extent do you agree or disagree with the following statement: I feel comfortable expressing my religion on Brown’s campus.","Which of the following statements comes closest to your view?","How likely are you to donate money to Brown University or an affiliated organization in the future?","Would you date a first-year student at Brown?"
"2023/10/18 1:48:25 PM AST","2025","Male","White","Social Sciences (including economics, CLPS)","Yes, club athletics;Yes, intramural athletics","Somewhat informed","Somewhat informed","The United States of America is not in decline","No","Yes","I do not actively practice a religion","Varsity athletes should receive some type of preferential treatment in Brown's undergraduate admissions process","Unsure","No"
"2023/10/18 1:49:37 PM AST","2027","Female","White","Social Sciences (including economics, CLPS)","No, I do not participate in varsity, club, or intramural athletics","Somewhat uninformed","Very uninformed","Unsure","No","No","I do not actively practice a religion","Varsity athletes should not receive some type of preferential treatment in Brown's undergraduate admissions process","Somewhat unlikely","Yes"
"2023/10/18 1:49:45 PM AST","2024","Male","Middle Eastern or North African","Social Sciences (including economics, CLPS)","No, I do not participate in varsity, club, or intramural athletics","Somewhat informed","Somewhat uninformed","Unsure","No","Yes","I do not actively practice a religion","Varsity athletes should not receive some type of preferential treatment in Brown's undergraduate admissions process","Somewhat unlikely","No"
"2023/10/18 1:50:11 PM AST","2027","Male","Asian","Life Sciences;Physical Sciences (including math, computer science)","No, I do not participate in varsity, club, or intramural athletics","Somewhat informed","Somewhat informed","The United States of America is in decline","Yes","Yes","Strongly agree","Unsure","Somewhat unlikely","Yes"
"2023/10/18 1:50:26 PM AST","2026","Questioning","Hispanic","Humanities/Arts","Yes, club athletics","Unsure","Somewhat uninformed","The United States of America is not in decline","No","Yes","I do not actively practice a religion","Varsity athletes should not receive some type of preferential treatment in Brown's undergraduate admissions process","Very likely","Yes"
"2023/10/18 1:50:52 PM AST","2026","Male","Middle Eastern or North African","Physical Sciences (including math, computer science)","No, I do not participate in varsity, club, or intramural athletics","Very informed","Somewhat uninformed","The United States of America is in decline","No","No","Somewhat disagree","Varsity athletes should not receive some type of preferential treatment in Brown's undergraduate admissions process","Very unlikely","No"
"2023/10/18 1:52:51 PM AST","2027","Female","Asian;White","Humanities/Arts","No, I do not participate in varsity, club, or intramural athletics","Unsure","Somewhat informed","Unsure","Yes","Yes","I do not actively practice a religion","Varsity athletes should not receive some type of preferential treatment in Brown's undergraduate admissions process","Somewhat likely","Yes"
"2023/10/18 1:54:06 PM AST","2024","Male","White","Physical Sciences (including math, computer science)","Yes, club athletics","Somewhat informed","Somewhat uninformed","The United States of America is in decline","No","No","I do not actively practice a religion","Varsity athletes should not receive some type of preferential treatment in Brown's undergraduate admissions process","Very unlikely","No"
"2023/10/18 1:54:14 PM AST","2026","Male","White","Life Sciences;Physical Sciences (including math, computer science)","No, I do not participate in varsity, club, or intramural athletics","Somewhat uninformed","Somewhat uninformed","Prefer not to answer","No","No","I do not actively practice a religion","Varsity athletes should not receive some type of preferential treatment in Brown's undergraduate admissions process","Very unlikely","No"
"2023/10/18 1:57:20 PM AST","2024.5","Non-binary","Asian;White","Life Sciences","No, I do not participate in varsity, club, or intramural athletics","Somewhat informed","Somewhat informed","The United States of America is in decline","Yes","No","I do not actively practice a religion","Varsity athletes should not receive some type of preferential treatment in Brown's undergraduate admissions process","Somewhat unlikely","No"
"2023/10/18 1:58:33 PM AST","2025","Female","Black","Humanities/Arts","No, I do not participate in varsity, club, or intramural athletics","Somewhat uninformed","Very uninformed","The United States of America is in decline","No","No","Strongly agree","Varsity athletes should receive some type of preferential treatment in Brown's undergraduate admissions process","Very likely","No"
"2023/10/18 1:59:58 PM AST","2024","Female","White","Social Sciences (including economics, CLPS)","Yes, varsity athletics","Somewhat informed","Somewhat informed","Unsure","No","No","Somewhat agree","Varsity athletes should receive some type of preferential treatment in Brown's undergraduate admissions process","Somewhat likely","No"
"2023/10/18 2:01:23 PM AST","2024","Male","White","Social Sciences (including economics, CLPS)","Yes, varsity athletics","Somewhat informed","Somewhat informed","The United States of America is in decline","Yes","Yes","Somewhat agree","Varsity athletes should receive some type of preferential treatment in Brown's undergraduate admissions process","Very unlikely","No"
"2023/10/18 2:01:35 PM AST","2027","Male","Asian","Life Sciences","No, I do not participate in varsity, club, or intramural athletics","Somewhat informed","Somewhat informed","Unsure","No","Yes","Strongly agree","Varsity athletes should not receive some type of preferential treatment in Brown's undergraduate admissions process","Somewhat likely","No"
"2023/10/18 2:03:27 PM AST","2024","Female","White","Humanities/Arts;Social Sciences (including economics, CLPS)","Yes, varsity athletics","Somewhat informed","Somewhat uninformed","Unsure","Yes","Yes","Strongly agree","Unsure","Somewhat likely","No"
"2023/10/18 2:03:48 PM AST","2026","Male","White","Social Sciences (including economics, CLPS)","No, I do not participate in varsity, club, or intramural athletics","Very informed","Somewhat informed","The United States of America is not in decline","No","No","Strongly agree","Varsity athletes should not receive some type of preferential treatment in Brown's undergraduate admissions process","Somewhat likely","Yes"
"2023/10/18 2:06:02 PM AST","2025","Male","Asian","Life Sciences;Physical Sciences (including math, computer science)","No, I do not participate in varsity, club, or intramural athletics","Somewhat uninformed","Somewhat informed","Unsure","No","Yes","I do not actively practice a religion","Varsity athletes should not receive some type of preferential treatment in Brown's undergraduate admissions process","Somewhat likely","Yes"
"2023/10/18 2:10:17 PM AST","2025","Questioning","White","Humanities/Arts;Physical Sciences (including math, computer science)","Yes, club athletics","Somewhat informed","Somewhat informed","Unsure","No","Yes","Strongly agree","Varsity athletes should receive some type of preferential treatment in Brown's undergraduate admissions process","Somewhat likely","No"
"2023/10/18 2:11:24 PM AST","2027","Female","White","Humanities/Arts;Social Sciences (including economics, CLPS)","No, I do not participate in varsity, club, or intramural athletics","Somewhat informed","Somewhat informed","The United States of America is in decline","No","Yes","I do not actively practice a religion","Varsity athletes should not receive some type of preferential treatment in Brown's undergraduate admissions process","Very unlikely","Yes"
"2023/10/18 2:12:02 PM AST","2025","Male","White","Physical Sciences (including math, computer science)","Yes, intramural athletics","Somewhat uninformed","Somewhat uninformed","The United States of America is not in decline","No","No","I do not actively practice a religion","Varsity athletes should receive some type of preferential treatment in Brown's undergraduate admissions process","Somewhat unlikely","No"
"2023/10/18 2:13:45 PM AST","2027","Female","Middle Eastern or North African","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Yes, club athletics","Very informed","Very uninformed","The United States of America is in decline","No","Yes","Somewhat agree","Prefer not to answer","Very unlikely","Yes"
"2023/10/18 2:13:58 PM AST","2027","Female","White","Social Sciences (including economics, CLPS)","No, I do not participate in varsity, club, or intramural athletics","Somewhat informed","Somewhat uninformed","The United States of America is in decline","No","Yes","I do not actively practice a religion","Varsity athletes should not receive some type of preferential treatment in Brown's undergraduate admissions process","Somewhat likely","Yes"
"2023/10/18 2:14:39 PM AST","2027","Female","White","Social Sciences (including economics, CLPS)","No, I do not participate in varsity, club, or intramural athletics","Very uninformed","Somewhat informed","Unsure","No","Unsure","I do not actively practice a religion","Varsity athletes should not receive some type of preferential treatment in Brown's undergraduate admissions process","Unsure","Yes"
