"Timestamp","What is your current graduation year?","What is your gender identity?","How would you describe your race and ethnicity? Check all that apply.","What is your (intended) concentration area? Check all that apply.","How would you describe your family’s socioeconomic status?","Would you support or oppose the U.S. government banning TikTok?","When was the last time you cried?","Do you regret choosing to take a class S/NC rather than for a letter grade?","If you had to choose, would you rather raise a child starting now or never have the opportunity? (Baby now or never)","Which of the following statements applies to you? Check all that apply.","Who is the current Chief Justice of the United States Supreme Court?","Do you approve or disapprove of Brown Concert Agency’s artist selections for Spring Weekend?","On average, how many alcoholic beverages do you consume each week at Brown?"
"2023/04/12 3:23:40 PM AST","2025","Woman","Asian;Hispanic","Social Sciences (including economics, CLPS)","Upper-middle class","Unsure","In the past week","No, I do not regret taking any classes S/NC","I would rather never have the opportunity","Most of my close friends are the same gender as me;Most of my close friends have the same socioeconomic status as me","John Roberts","Strongly approve","Zero – I don’t drink"
"2023/04/12 3:23:46 PM AST","2025","Woman","Asian;White","Social Sciences (including economics, CLPS)","Middle class","Unsure","In the past week","Yes, I regret choosing to take one class S/NC","I would rather never have the opportunity","Most of my close friends have the same socioeconomic status as me","","Strongly approve","0-5 drinks"
"2023/04/12 3:25:53 PM AST","2026","Man","White","Social Sciences (including economics, CLPS)","Upper-middle class","Unsure","In the past month","No, I do not regret taking any classes S/NC","I would rather never have the opportunity","Most of my close friends are the same race as me;Most of my close friends are the same gender as me;Most of my close friends have the same socioeconomic status as me","John Roberts","Somewhat approve","5-10 drinks"
"2023/04/12 3:30:47 PM AST","2026","Woman","White","Social Sciences (including economics, CLPS)","Upper-middle class","Oppose","In the past month","I have never chosen to take a class S/NC","I would rather never have the opportunity","Most of my close friends have the same socioeconomic status as me","","Unsure","0-5 drinks"
"2023/04/12 3:34:04 PM AST","2024","Man","Asian","Physical Sciences (including math, computer science)","Upper-middle class","Oppose","In the past week","No, I do not regret taking any classes S/NC","I would rather never have the opportunity","Most of my close friends have the same socioeconomic status as me","John Roberts","Somewhat approve","0-5 drinks"
"2023/04/12 3:36:11 PM AST","2026","Woman","Asian","Humanities/Arts","Middle class","Support","In the past week","No, I do not regret taking any classes S/NC","I would rather raise a child starting now","Most of my close friends are the same gender as me","","Strongly disapprove","5-10 drinks"
"2023/04/12 3:36:37 PM AST","2026","Woman","Hispanic;White","Humanities/Arts;Physical Sciences (including math, computer science)","Middle class","Oppose","In the past week","Yes, I regret choosing to take one class S/NC","I would rather raise a child starting now","None of these statements applies to me","","Somewhat approve","Zero – I don’t drink"
"2023/04/12 3:38:01 PM AST","2026","Woman","White","Humanities/Arts","Lower-middle class","Oppose","In the past week","Yes, I regret choosing to take one class S/NC","I would rather never have the opportunity","Most of my close friends are the same race as me;Most of my close friends are the same gender as me;Most of my close friends have the same socioeconomic status as me","Kagan?","Somewhat approve","5-10 drinks"
"2023/04/12 3:43:06 PM AST","2024","Woman","Hispanic;Native American or Alaska Native","Humanities/Arts","Middle class","Oppose","In the past week","No, I do not regret taking any classes S/NC","I would rather raise a child starting now","Most of my close friends are the same race as me;Most of my close friends have the same socioeconomic status as me","gorsich","Somewhat approve","0-5 drinks"
"2023/04/12 3:49:10 PM AST","2026","Woman","Asian","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Lower-middle class","Oppose","In the past week","Yes, I regret choosing to take multiple classes S/NC","I would rather raise a child starting now","None of these statements applies to me","","Somewhat approve","0-5 drinks"
"2023/04/12 3:50:30 PM AST","2025","Woman","Asian","Humanities/Arts;Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Middle class","Oppose","In the past week","Yes, I regret choosing to take multiple classes S/NC","I would rather raise a child starting now","Most of my close friends are the same race as me","","Strongly approve","5-10 drinks"
"2023/04/12 3:52:27 PM AST","2025","Man","Asian","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Upper-middle class","Support","In the past month","No, I do not regret taking any classes S/NC","I would rather raise a child starting now","None of these statements applies to me","","Somewhat approve","0-5 drinks"
"2023/04/12 3:59:03 PM AST","2025","Man","White","Physical Sciences (including math, computer science)","Upper-middle class","Support","In the past month","No, I do not regret taking any classes S/NC","I would rather raise a child starting now","Most of my close friends are the same gender as me","Kavanaugh?","Somewhat approve","5-10 drinks"
"2023/04/12 3:59:06 PM AST","2023","Man","White","Life Sciences","Middle class","Oppose","Unsure","No, I do not regret taking any classes S/NC","I would rather never have the opportunity","None of these statements applies to me","Clarence Thomas","Strongly approve","0-5 drinks"
"2023/04/12 4:03:59 PM AST","2025","Man","White","Social Sciences (including economics, CLPS)","Upper-middle class","Oppose","In the past 6 months","No, I do not regret taking any classes S/NC","I would rather raise a child starting now","Most of my close friends are the same race as me;Most of my close friends have the same socioeconomic status as me","John Roberts","Somewhat disapprove","5-10 drinks"
"2023/04/12 4:04:34 PM AST","2026","Woman","Black","Social Sciences (including economics, CLPS)","Upper-middle class","Oppose","In the past month","Yes, I regret choosing to take one class S/NC","I would rather raise a child starting now","Most of my close friends are the same gender as me;Most of my close friends have the same socioeconomic status as me","john roberts","Somewhat disapprove","10-15 drinks"
"2023/04/12 4:04:37 PM AST","2024","Woman","Native American or Alaska Native;White","Humanities/Arts;Social Sciences (including economics, CLPS)","Upper-middle class","Oppose","In the past month","No, I do not regret taking any classes S/NC","I would rather raise a child starting now","Most of my close friends are the same gender as me","","Somewhat disapprove","5-10 drinks"
"2023/04/12 4:05:19 PM AST","2025","Woman","White","Humanities/Arts","Upper class","Oppose","In the past week","No, I do not regret taking any classes S/NC","I would rather never have the opportunity","Most of my close friends are the same gender as me","idk :)","Strongly approve","0-5 drinks"
"2023/04/12 4:07:23 PM AST","2025","Woman","Asian;Black;White","Humanities/Arts;Life Sciences","Upper class","Support","In the past week","Yes, I regret choosing to take one class S/NC","I would rather raise a child starting now","None of these statements applies to me","do not know ","Strongly disapprove","0-5 drinks"
"2023/04/12 4:08:53 PM AST","2025","Woman","Asian","Humanities/Arts;Physical Sciences (including math, computer science)","Upper class","Oppose","In the past month","No, I do not regret taking any classes S/NC","I would rather never have the opportunity","Most of my close friends have the same socioeconomic status as me","John Roberts","Somewhat approve","0-5 drinks"
"2023/04/12 4:09:53 PM AST","2025","Woman","White","Social Sciences (including economics, CLPS)","Middle class","Unsure","In the past month","Yes, I regret choosing to take one class S/NC","I would rather raise a child starting now","Most of my close friends are the same race as me;Most of my close friends are the same gender as me","idk","Somewhat disapprove","5-10 drinks"
"2023/04/12 4:14:18 PM AST","2025","Man","Middle Eastern or North African","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Upper-middle class","Oppose","In the past week","Yes, I regret choosing to take one class S/NC","I would rather raise a child starting now","Most of my close friends are the same race as me;Most of my close friends have the same socioeconomic status as me","Justice Roberts","Strongly disapprove","10-15 drinks"
"2023/04/12 4:15:57 PM AST","2025.5","Man","Asian","Humanities/Arts","Upper class","Support","In the past year","I have never chosen to take a class S/NC","Prefer not to answer","Most of my close friends are the same gender as me","John Roberts","Unsure","Zero – I don’t drink"
"2023/04/12 4:17:21 PM AST","2025","Woman","White","Humanities/Arts;Social Sciences (including economics, CLPS)","Upper-middle class","Oppose","In the past week","No, I do not regret taking any classes S/NC","I would rather raise a child starting now","Most of my close friends are the same gender as me","im so sorry","Unsure","5-10 drinks"
"2023/04/12 4:18:37 PM AST","2025","Woman","Asian;White","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Upper-middle class","Oppose","In the past week","Yes, I regret choosing to take one class S/NC","Unsure","None of these statements applies to me","Roberts (don't remember first name sry) ","Somewhat approve","0-5 drinks"
"2023/04/12 4:21:01 PM AST","2023","Woman","Asian","Humanities/Arts;Life Sciences","Middle class","Oppose","In the past month","No, I do not regret taking any classes S/NC","I would rather raise a child starting now","Most of my close friends have the same socioeconomic status as me","John Roberts","Somewhat disapprove","5-10 drinks"
