"Timestamp","What is your current graduation year?","How would you describe your gender identity? Check all that apply.","How would you describe your race and ethnicity? Check all that apply.","What is your (intended) concentration area(s)?","Which of the following do you consider yourself to be?","Are you currently in a relationship?","Who do you think will win the 2024 US Presidential election?","How often do you use marijuana?","Who is primarily responsible for paying your college tuition (that is not covered by financial aid)?","Have you ever used ChatGPT (or other generative AI) in violation of a course policy?","Are your parents currently married (to each other) ?","How often do you have sex?","Do you usually lock the door when you leave your dorm, suite, or house/apartment?","If you could be President of the US at some point in your life, would you want the job?","Do you think you have more sex than the average Brown student?"
"2024/10/09 12:54:55 PM AST","2026","Man","White","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Straight","No","Unsure","I have never used marijuana","I pay all of my tuition","No","No, never married","I have never had sex","No","No","No, somewhat less"
"2024/10/09 12:55:48 PM AST","2028","Woman","Asian","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Questioning","No","Kamala Harris","I have never used marijuana","My parents or guardians pay all of my tuition","Yes","Yes","I have never had sex","No","No","No, significantly less"
"2024/10/09 12:56:36 PM AST","2028","Man","Middle Eastern or North African","Physical Sciences (including math, computer science)","Straight","No","Unsure","I have never used marijuana","My parents or guardians pay all of my tuition","Prefer not to answer","Yes","I have never had sex","Yes","No","No, significantly less"
"2024/10/09 12:56:55 PM AST","2028","Woman","Asian","Humanities/Arts","Prefer not to answer","No","Unsure","I have never used marijuana","My parents or guardians pay all of my tuition","No","Yes","I have never had sex","Yes","No","No, significantly less"
"2024/10/09 12:58:45 PM AST","2026","Woman","White","Humanities/Arts;Physical Sciences (including math, computer science)","Straight","Yes","Unsure","Less than once a month","My parents or guardians pay all of my tuition","Unsure","Yes","Unsure","Yes","No","No, somewhat less"
"2024/10/09 12:59:01 PM AST","2026","Man","Asian","Life Sciences","Straight","No","Kamala Harris","Once a month","My parents or guardians pay all of my tuition","Yes","Yes","I have never had sex","Yes","No","No, significantly less"
"2024/10/09 12:59:30 PM AST","2027","Woman","Asian","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Straight","No","Kamala Harris","Less than once a month","My parents or guardians pay all of my tuition","Yes","Yes","I have never had sex","No","No","No, significantly less"
"2024/10/09 1:04:12 PM AST","2027","Woman","Asian","Humanities/Arts","Straight","No","Unsure","I have never used marijuana","My parents or guardians pay all of my tuition","Yes","Yes","Less than once a month","No","No","No, significantly less"
"2024/10/09 1:04:53 PM AST","2027","Woman","Asian","Life Sciences","Straight","No","Unsure","I have never used marijuana","My parents or guardians pay all of my tuition","No","Yes","I have never had sex","No","No","No, significantly less"
"2024/10/09 1:04:56 PM AST","2027","Woman","Asian;White","Physical Sciences (including math, computer science)","Straight","Yes","Kamala Harris","I have never used marijuana","My parents or guardians pay all of my tuition","No","Yes","I have never had sex","Yes","No","Unsure"
"2024/10/09 1:05:36 PM AST","2028","Man","Hispanic or Latino;White","Physical Sciences (including math, computer science)","Bisexual","Prefer not to answer","Kamala Harris","I have never used marijuana","My parents or guardians pay all of my tuition","Unsure","Yes","Less than once a month","No","No","No, significantly less"
"2024/10/09 1:05:51 PM AST","2028","Man","Asian","Physical Sciences (including math, computer science)","Straight","No","Donald Trump","I have never used marijuana","My parents or guardians pay all of my tuition","No","Yes","I have never had sex","No","Yes","No, somewhat less"
"2024/10/09 1:08:03 PM AST","2026","Man","Hispanic or Latino","Social Sciences (including economics, CLPS)","Straight","No","Donald Trump","2-3 times per month","My parents or guardians pay all of my tuition","Yes","Yes","Once a month","No","No","Yes, significantly more"
"2024/10/09 1:08:08 PM AST","2026","Woman","Hispanic or Latino","Life Sciences","Straight","Yes","Donald Trump","I have never used marijuana","My parents or guardians pay all of my tuition","Yes","No, divorced or separated","Daily or almost daily","No","No","Yes, significantly more"
"2024/10/09 1:08:32 PM AST","2026","Man","White","Physical Sciences (including math, computer science)","Gay","Yes","Kamala Harris","Less than once a month","My parents or guardians pay all of my tuition","No","Yes","Once a week","Yes","Yes","Yes, significantly more"
"2024/10/09 1:08:57 PM AST","2025","Man","White","Humanities/Arts","Gay","No","Kamala Harris","2-3 times per month","My parents or guardians pay all of my tuition","No","Yes","Once a month","Yes","Yes","Yes, somewhat more"
"2024/10/09 1:10:16 PM AST","2026","Man","Hispanic or Latino;Middle Eastern or North African;White","Life Sciences","Straight","Yes","Kamala Harris","Less than once a month","My parents or guardians pay all of my tuition","No","Yes","Prefer not to answer","No","No","Prefer not to answer"
"2024/10/09 1:10:37 PM AST","2026","Woman","Hispanic or Latino;White","Humanities/Arts","Straight","Yes","Kamala Harris","I have never used marijuana","My parents or guardians pay all of my tuition","Yes","Yes","2-3 times per week","Yes","No","About average"
"2024/10/09 1:12:25 PM AST","2025","Woman","Asian","Life Sciences","Straight","No","Donald Trump","Less than once a month","My parents or guardians pay all of my tuition","Yes","Yes","I have never had sex","Yes","No","No, significantly less"
"2024/10/09 1:12:48 PM AST","2025.5","Woman","Asian;White","Humanities/Arts","Straight;Asexual","Yes","Kamala Harris","I have never used marijuana","My parents or guardians pay all of my tuition","No","Yes","I have never had sex","Yes","No","No, significantly less"
"2024/10/09 1:13:06 PM AST","2025","Man","White","Physical Sciences (including math, computer science)","Straight","No","Unsure","Less than once a month","Unsure","Yes","Yes","Once a month","No","Yes","Yes, somewhat more"
"2024/10/09 1:15:01 PM AST","2025","Woman","Black","Life Sciences;Physical Sciences (including math, computer science)","Straight","No","Kamala Harris","2-3 times per month","My tuition is fully covered by financial aid/grants/scholarships","Yes","Yes","Less than once a month","Yes","No","No, significantly less"
"2024/10/09 1:17:57 PM AST","2027","Woman","White","Social Sciences (including economics, CLPS)","Straight","No","Kamala Harris","Once a week","I pay part of my tuition and my parents or guardians pay part of my tuition","No","Yes","2-3 times per month","No","No","No, somewhat less"
"2024/10/09 1:18:59 PM AST","2026","Woman","Asian","Humanities/Arts;Social Sciences (including economics, CLPS)","Straight","No","Unsure","Less than once a month","My parents or guardians pay all of my tuition","No","Yes","I have never had sex","No","No","No, somewhat less"
"2024/10/09 1:19:16 PM AST","2026","Woman","Asian","Humanities/Arts","Questioning","No","Unsure","Less than once a month","My tuition is fully covered by financial aid/grants/scholarships","No","Yes","Prefer not to answer","Yes","No","No, significantly less"
"2024/10/09 1:19:52 PM AST","2028","Woman","Asian","Life Sciences","Straight","No","Unsure","I have never used marijuana","My parents or guardians pay all of my tuition","Yes","Yes","Less than once a month","No","No","Unsure"
"2024/10/09 1:20:36 PM AST","2028","Woman","Asian","Humanities/Arts","Straight","No","Unsure","I have never used marijuana","My parents or guardians pay all of my tuition","No","Yes","I have never had sex","Yes","No","Unsure"
"2024/10/09 1:22:16 PM AST","2028","Woman","Asian","Life Sciences","Straight","Yes","Donald Trump","I have never used marijuana","My parents or guardians pay all of my tuition","Yes","Yes","I have never had sex","Yes","No","No, significantly less"
"2024/10/09 1:23:51 PM AST","2027","Woman","Asian","Humanities/Arts","Queer","No","Unsure","Less than once a month","My parents or guardians pay all of my tuition","No","Yes","I have never had sex","Yes","No","No, somewhat less"
"2024/10/09 1:23:58 PM AST","2025","Man","Asian","Humanities/Arts;Social Sciences (including economics, CLPS)","Straight","No","Kamala Harris","Once a month","My parents or guardians pay all of my tuition","No","Yes","I have never had sex","No","No","No, significantly less"
"2024/10/09 1:25:21 PM AST","2027","Man;Non-binary","Black;White","Humanities/Arts;Social Sciences (including economics, CLPS)","Bisexual","No","Kamala Harris","Once a week","I pay part of my tuition and my parents or guardians pay part of my tuition","No","Yes","Prefer not to answer","Yes","Prefer not to answer","Prefer not to answer"
"2024/10/09 1:26:33 PM AST","2026","Man","White","Humanities/Arts","Bisexual;Transgender","Prefer not to answer","Kamala Harris","4-5 times per week","My parents or guardians pay all of my tuition","Prefer not to answer","No, divorced or separated","Once a month","Yes","Yes","No, somewhat less"
"2024/10/09 1:29:20 PM AST","2027","Man","Black","Life Sciences","Straight","No","Kamala Harris","I have never used marijuana","My parents or guardians pay all of my tuition","Yes","Yes","I have never had sex","No","No","No, significantly less"
"2024/10/09 1:33:55 PM AST","2027","Woman","Black","Humanities/Arts","Straight","No","Kamala Harris","I have never used marijuana","I pay part of my tuition and my parents or guardians pay part of my tuition","Yes","Yes","I have never had sex","Yes","Yes","Prefer not to answer"
"2024/10/09 1:35:43 PM AST","2025","Man","White","Life Sciences;Social Sciences (including economics, CLPS)","Straight","Yes","Donald Trump","Once a week","My parents or guardians pay all of my tuition","No","Yes","4-5 times per week","No","Yes","Yes, significantly more"
"2024/10/09 1:36:14 PM AST","2028","Woman","White","Life Sciences;Physical Sciences (including math, computer science)","Bisexual","No","Donald Trump","I have never used marijuana","My parents or guardians pay all of my tuition","Unsure","Yes","I have never had sex","Unsure","No","No, significantly less"
"2024/10/09 1:36:43 PM AST","2028","Man","White","Physical Sciences (including math, computer science)","Straight","Yes","Kamala Harris","I have never used marijuana","I pay part of my tuition and my parents or guardians pay part of my tuition","No","No, divorced or separated","Once a week","Yes","Yes","No, somewhat less"
"2024/10/09 1:37:02 PM AST","2028","Man","Asian","Life Sciences","Straight","No","Unsure","Less than once a month","My parents or guardians pay all of my tuition","No","Yes","I have never had sex","Yes","No","No, significantly less"
"2024/10/09 1:39:00 PM AST","2028","Man","White","Physical Sciences (including math, computer science)","Straight","No","Kamala Harris","Less than once a month","I pay part of my tuition and my parents or guardians pay part of my tuition","Prefer not to answer","Yes","I have never had sex","No","Yes","No, significantly less"
"2024/10/09 1:39:17 PM AST","2026","Man","Asian;White","Physical Sciences (including math, computer science)","Questioning","No","Unsure","I have never used marijuana","My parents or guardians pay all of my tuition","No","Yes","Less than once a month","Yes","No","No, significantly less"
"2024/10/09 1:39:19 PM AST","2028","Man","Asian","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Straight","Yes","Kamala Harris","I have never used marijuana","My parents or guardians pay all of my tuition","No","No, divorced or separated","2-3 times per month","Yes","Yes","About average"
"2024/10/09 1:41:09 PM AST","2028","Man","Hispanic or Latino","Humanities/Arts","Straight","No","Donald Trump","Less than once a month","I pay all of my tuition","Yes","Yes","Less than once a month","Yes","Yes","No, significantly less"
"2024/10/09 1:41:17 PM AST","2028","Man","White","Physical Sciences (including math, computer science)","Straight","Yes","Kamala Harris","I have never used marijuana","I pay part of my tuition and my parents or guardians pay part of my tuition","No","Yes","2-3 times per month","Yes","No","Yes, significantly more"
"2024/10/09 1:41:27 PM AST","2028","Woman","Asian","Physical Sciences (including math, computer science)","Bisexual","Yes","Kamala Harris","I have never used marijuana","I pay part of my tuition and my parents or guardians pay part of my tuition","Prefer not to answer","Yes","Unsure","No","No","No, significantly less"
"2024/10/09 1:43:37 PM AST","2025","Woman","White","Humanities/Arts","Straight","No","Kamala Harris","2-3 times per week","My parents or guardians pay all of my tuition","No","Yes","Once a week","No","Yes","Yes, somewhat more"
